"Status","Comment"
"Not SATD","Revert cif:computed_columns/form_change_calculated_net_amount_this_milestone from pg"
"Not SATD","Revert cif:computed_columns/form_change_calculated_total_payment_amount_to_date from pg"
"Not SATD","Revert cif:computed_columns/form_change_eligible_expenses_to_date from pg"
"Not SATD","Revert cif:computed_columns/form_change_gross_payments_to_date from pg"
"Not SATD","Revert cif:computed_columns/form_change_holdback_amount_to_date from pg"
"Not SATD","Revert cif:form_change_is_pristine from pg"
"Not SATD","Revert cif:computed_columns/form_change_is_unique_value from pg"
"Not SATD","Revert cif:computed_columns/form_change_net_payments_to_date from pg"
"Not SATD","Revert cif:functions/form_change_parent_form_change_from_revision from pg"
"Not SATD"," Deploy cif:functions/form_change_payment_percentage to pg requires: tables/form_change requires: computed_columns/emission_intensity_report_calculated_ei_performance 100 ???????? ((-1.5) x GHG Emission Intensity Performance + 145)"
"Not SATD","Revert cif:computed_column/form_change_payment_percentage from pg"
"Not SATD","Revert cif:computed_columns/form_change_reporting_requirement_status from pg"
"Not SATD","Revert cif:computed_columns/operator_pending_form_change from pg"
"Not SATD","Revert cif:computed_columns/operator_pending_form_change_001_drop_before_cif_user_update from pg"
"Not SATD","Revert cif:computed_columns/operator_pending_form_change_002_create_after_cif_user_update from pg"
"Not SATD","Revert cif:computed_columns/project_latest_committed_project_revision from pg"
"Not SATD","Revert cif:computed_columns/project_next_milestone_due_date from pg"
"Not SATD","Revert cif:computed_columns/project_pending_project_revision from pg"
"Not SATD","Revert cif:computed_columns/project_primary_managers from pg"
"Not SATD","Revert cif:computed_columns/project_revision_anticipated_funding_amount_per_fiscal_year from pg"
"Not SATD","Revert cif:computed_columns/project_revision_effective_date from pg"
"Not SATD","Revert cif:computed_columns/project_revision_form_changes_for from pg"
"Not SATD","Revert cif:computed_columns/project_revision_gross_payment_amount from pg"
"Not SATD","Get individual milestone statuses"
"Not SATD"," Deploy cif:computed_columns/project_revision_milestone_report_statuses to pg requires: tables/form_change"
"Not SATD","Revert cif:computed_columns/project_revision_milestone_report_statuses from pg"
"Not SATD","Get individual milestone statuses"
"Not SATD"," Deploy cif:computed_columns/project_revision_milestone_report_statuses to pg requires: tables/form_change"
"Not SATD","Revert cif:computed_columns/project_revision_net_payment_amount from pg"
"Not SATD","Revert cif:computed_columns/project_revision_project_form_change.sql from pg"
"Not SATD"," Deploy cif:computed_columns/project_revision_project_manager_form_changes_by_label to pg requires: tables/form_change requires: tables/project_manager"
"Not SATD","Revert cif:computed_columns/project_revision_project_manager_form_changes_by_label from pg"
"Not SATD","Revert cif:computed_columns/project_revision_rank from pg"
"Not SATD","If we have only another status that is not 'Not Started' and that status is 'Filled' then we are complete"
"Not SATD"," Deploy cif:computed_columns/project_revision_tasklist_status_for to pg requires: util_functions/get_form_status"
"Not SATD","Revert cif:computed_columns/project_revision_tasklist_status_for from pg"
"Not SATD","Revert cif:computed_columns/project_revision_teimp_payment_amount from pg"
"Not SATD","Deploy cif:computed_columns/project_revision_teimp_payment_percentage to pg"
"Not SATD","Revert cif:computed_columns/project_revision_teimp_payment_percentage from pg"
"Not SATD","Revert cif:computed_columns/project_revision_total_project_value from pg"
"Not SATD","Revert cif:computed_columns/project_revision_type_row_number from pg"
"Not SATD","Deploy cif:computed_columns/project_revision_upcoming_reporting_requirement_form_change to pg"
"Not SATD","Revert cif:computed_columns/project_revision_upcoming_reporting_requirement_form_change from pg"
"Not SATD","Revert cif:computed_columns/reporting_requirement_has_expenses from pg"
"Not SATD","Revert cif:data/002_insert_json_schema_form_data_remove_default_from_annual_report_schema from pg"
"Not SATD","No revert required.This is an idempotent data insertion migration.Deleting this data before the cif.form table revert (where we drop the table itself)will likely cause foreign key reference errors."
"Not SATD","Revert cif:data/005_insert_json_schema_form_data_remove_undefined_from_project_contact_schema from pg"
"Not SATD","No revert required."
"Not SATD","Revert cif:data/006_json_schema_project_manager_form_remove_default from pg"
"Not SATD","No revert required."
"Not SATD","Revert cif:migrations/insert_json_schema_form_data from pg"
"Not SATD","No revert required.This is an idempotent data insertion migration.Deleting this data before the cif.form table revert (where we drop the table itself)will likely cause foreign key reference errors."
"Not SATD","Revert cif:data/insert_json_schema_form_data_project_summary from pg"
"Not SATD","No revert required.This is an idempotent data insertion migration.Deleting this data before the cif.form table revert (where we drop the table itself)will likely cause foreign key reference errors."
"Not SATD","Revert cif:data/insert_json_schema_form_data_separate_EP_and_IA_funding_schemas from pg"
"Not SATD","No revert required.This is an idempotent data insertion migration.Deleting this data before the cif.form table revert (where we drop the table itself)will likely cause foreign key reference errors."
"Not SATD","Revert cif:data/insert_json_schema_form_data_update_milestone_form_field_titles from pg"
"Not SATD","No revert required.This is an idempotent data insertion migration.Deleting this data before the cif.form table revert (where we drop the table itself)will likely cause foreign key reference errors."
"Not SATD","Revert cif:data/insert_json_schema_form_dependency_update_milestone_form_total_eligible_expenses from pg"
"Not SATD","No revert required.This is an idempotent data insertion migration.Deleting this data before the cif.form table revert (where we drop the table itself)will likely cause foreign key reference errors."
"Not SATD","Revert cif:functions/funding_form_changes_to_separate_schemas from pg"
"Not SATD","If there is no change in the form data, return the form_change record and do not touch the associated table."
"Not SATD","it is necessary to put the values in a row(...) in case there is only one value;"
"Not SATD"," Deploy cif:functions/handle_default_form_change_commit to pg requires: tables/form_change"
"Not SATD","Revert cif:functions/handle_default_form_change_commit from pg"
"Not SATD","Revert cif:functions/handle_milestone_form_change_commit from pg"
"Not SATD","Revert cif:functions/handle_project_summary_report_form_change_commit from pg"
"Not SATD","Revert cif:functions/migration_milestone_form_changes_to_single_form_change from pg"
"Not SATD","Revert cif:functions/pending_new_form_change_for_table from pg"
"Not SATD","Revert cif:functions/pending_new_form_change_for_table_001_drop_before_cif_user_update from pg"
"Not SATD","Revert cif:functions/pending_new_form_change_for_table_002_create_after_cif_user_update from pg"
"Not SATD","Revert cif:functions/pending_new_project_revision from pg"
"Not SATD","Revert cif:functions/pending_new_project_revision_001_drop_before_cif_user_update from pg"
"Not SATD","Revert cif:functions/pending_new_project_revision_002_create_after_cif_user_update from pg"
"Not SATD","Revert cif:functions/session from pg"
"Not SATD","Revert cif:functions/session_001_drop_function_before_table_update from pg"
"Not SATD","ensure null, empty, and whitespace _sub / idir_userid claims are filtered out"
"Not SATD","unique identifier can never be null"
"Not SATD","Revert cif:functions/session_002_create_function_after_table_update from pg"
"Not SATD","Revert cif:migrations/001_milestone_form_change_to_single_form_change from pg"
"Not SATD","nothing to revert, this is a one-way migration only."
"Not SATD","Revert cif:migrations/002_separate_funding_schemas_for_EP_and_IA from pg"
"Not SATD","no revert"
"Not SATD","Revert cif:mutations/add_additional_funding_source_to_revision from pg"
"Not SATD","Revert cif:mutations/add_contact_to_revision from pg"
"Not SATD"," Deploy cif:mutations/add_emission_intensity_report_to_revision to pg requires: tables/reporting_requirement requires: tables/form_change"
"Not SATD","Adding a emission intensity report to a project_revision is a chained operation. The data for emission is spread across two tables:- reporting_requirement (base table, common to all reports)- emission_intensity_report (data specific to emission intensity reports)Because this data is spread across two tables we have to create two form_change records within one transaction, one for each table."
"Not SATD","Revert cif:mutations/add_emission_intensity_report_to_revision from pg"
"Not SATD"," Deploy cif:mutations/add_milestone_to_revision to pg requires: tables/reporting_requirement requires: tables/form_change"
"Not SATD","Adding a milestone to a project_revision is a chained operation. The data for milestones is spread across three tables:- reporting_requirement (base table, common to all reports)- milestone_report (data specific to milestone reports)- payment (payment data, common to some reports)Because this data is spread across three tables we have to create three form_change records within one transaction, one for each table."
"Not SATD","Revert cif:mutations/add_milestone_to_revision from pg"
"Not SATD","Revert cif:mutations/commit_form_change from pg"
"Not SATD","Deploy cif:mutations/commit_form_change to pg"
"SATD","TODO : add a conditional behaviour based on fc.form_id"
"Not SATD","Revert cif:mutations/commit_form_change from pg"
"Not SATD","Deploy cif:mutations/commit_project_revision to pg"
"Not SATD","defer FK constraints check to the end of the transaction"
"Not SATD"," Propagate the change_status to all related form_change records Save the project table first to avoid foreign key violations from other potential tables."
"Not SATD","Deploy cif:mutations/commit_project_revision to pg"
"Not SATD","Revert cif:mutations/create_form_change from pg"
"Not SATD","project_id is null until the project is created"
"Not SATD"," Deploy cif:mutations/create_project to pg requires: tables/project"
"Not SATD"," Deploy cif:mutations/create_project to pg requires: tables/project"
"Not SATD","Deploy cif:mutations/create_project_revision to pg"
"Not SATD","non-milestone reporting requirements"
"Not SATD","milestone reporting requirements"
"Not SATD","don't need to order before limiting or further filter because funding stream is immutable and will be the same in all form changes"
"Not SATD","don't need to order before limiting or further filter because funding stream is immutable and will be the same in all form changes"
"Not SATD","Revert cif:mutations/create_project_revision from pg"
"Not SATD","Deploy cif:mutations/create_project_revision to pg"
"Not SATD","Revert cif:mutations/create_project_revision to pg"
"Not SATD","Revert cif:mutations/create_project_revision from pg"
"Not SATD","Revert cif:mutations/create_project_revision to pg"
"Not SATD","non-milestone reporting requirements"
"Not SATD","milestone reporting requirements"
"Not SATD","Deploy cif:mutations/create_project_revision to pg"
"Not SATD","non-milestone reporting requirements"
"Not SATD","milestone reporting requirements"
"Not SATD","Deploy cif:mutations/create_project_revision to pg"
"Not SATD","non-milestone reporting requirements"
"Not SATD","milestone reporting requirements"
"Not SATD","Revert ggircs-app:mutations/create_user_from_session from pg"
"Not SATD","Revert cif:mutations/create_user_from_session_001_drop_before_cif_user_update from pg"
"Not SATD","Revert cif:mutations/create_user_from_session_002_create_after_cif_user_update from pg"
"Not SATD","Deploy cif:mutations/delete_project_revision to pg"
"Not SATD","Deploy cif:mutations/delete_project_revision to pg"
"Not SATD","Revert cif:mutations/discard_additional_funding_source_form_change from pg"
"Not SATD","Revert cif:mutations/discard_emission_intensity_report from pg"
"Not SATD"," Deploy cif:mutations/discard_funding_parameter_form_change to pg requires: tables/form_change requires: tables/project_revision"
"Not SATD","Removing or archiving a funding_parameter is a chained operation. The data for funding_parameter is spread across two tables:- reporting_requirement (base table, common to all reports)- funding_parameter (data specific to parameter_form)Because this data is spread across two tables we have to remove or archive two form_change records within one transaction, one for each table."
"Not SATD","Revert cif:mutations/discard_funding_parameter_form_change from pg"
"Not SATD"," Deploy cif:mutations/discard_milestone_form_change to pg requires: tables/form_change requires: tables/project_revision"
"Not SATD","Removing or archiving a milestone is a chained operation. The data for milestones is spread across three tables:- reporting_requirement (base table, common to all reports)- milestone_report (data specific to milestone reports)- payment (payment data, common to some reports)Because this data is spread across three tables we have to remove or archive three form_change records within one transaction, one for each table."
"Not SATD","Revert cif:mutations/discard_milestone_form_change from pg"
"Not SATD","Revert cif:mutations/generate_annual_reports from pg"
"Not SATD","Revert cif:mutations/generate_quarterly_reports from pg"
"Not SATD","Deploy cif:mutations/generate_reports to pg"
"Not SATD","if start date is before or equal to jan 31st, we will start the first annual report on the same year otherwise we will start on the next year"
"Not SATD","choosing the closest quarter start date from a list of possible dates as a temporary table"
"Not SATD","generating the reports"
"Not SATD","Revert cif:mutations/generate_reports from pg"
"Not SATD","Revert cif:mutations/stage_dirty_form_changes from pg"
"Not SATD","Revert cif:mutations/stage_form_change from pg"
"Not SATD","Deploy cif:mutations/undo_form_changes to pg"
"Not SATD","Since project revision is the same for all form changes, we can just use the first one"
"Not SATD","we need to treat project overview table differently as it needs a null object as form data"
"Not SATD","Revert cif:mutations/undo_form_changes from pg"
"Not SATD","Deploy cif:mutations/undo_form_changes to pg"
"Not SATD","Since project revision is the same for all form changes, we can just use the first one"
"Not SATD","we need to treat project overview table differently as it needs a null object as form data"
"Not SATD","Revert cif:mutations/update_form_change from pg"
"Not SATD","Deploy cif:mutations/update_milestone_form_change to pg"
"Not SATD","Revert cif:mutations/update_milestone_form_change from pg"
"Not SATD","Deploy cif:mutations/update_or_create_user_from_session to pg"
"Not SATD"," This function replaces the old cif.create_user_from_session and updates users based on email (unique in the IDIR realm) instead"
"Not SATD","Revert cif:mutations/update_or_create_user_from_session from pg"
"Not SATD","Revert cif:schema/cif from pg"
"Not SATD","Revert cif:schema/cif_private from pg"
"Not SATD","Revert cif:tables/additional_funding_source from pg"
"Not SATD","Revert cif:tables/additional_funding_source_status from pg"
"Not SATD","Revert cif:tables/amendment_status from pg"
"Not SATD","Revert cif:tables/amendment_type from pg"
"Not SATD","Revert cif:tables/attachment from pg"
"Not SATD","Revert cif:tables/change_status from pg"
"Not SATD","Revert cif:tables/cif_user on pg"
"Not SATD","Revert cif:tables/cif_user_001_drop_policies from pg"
"Not SATD","cif_internal RLS: can see all users, but can only modify its own record"
"Not SATD","cif_external RLS: can see all users, but can only modify its own record"
"Not SATD","cif_guest RLS: can only see its own (empty) record"
"Not SATD","Revert cif:tables/cif_user_002_uuid_to_session_sub from pg"
"Not SATD","Revert cif:tables/cif_user_003_create_policies from pg"
"Not SATD","Revert cif:tables/cif_user_004_allow_sub_update_flag from pg"
"Not SATD","Revert cif:tables/connect_session on pg"
"Not SATD","Revert cif:tables/contact from pg"
"Not SATD","Revert cif:tables/emission_intensity_payment_percent from pg"
"Not SATD","Revert cif:tables/emission_intensity_report from pg"
"Not SATD","Revert cif:tables/emission_intensity_report_001 from pg"
"Not SATD","The revert for emission_intensity_report_001 should already have been run in computed_columns/form_change_as_project as the columns need to bedropped for the function to properly be reverted. This revert will only be called in a development context where sqitchonly got deployed to emission_intensity_report_001."
"Not SATD","Revert cif:tables/form from pg"
"Not SATD"," Deploy cif:tables/form to pg requires: schemas/main"
"Not SATD"," No revert. Cannot change varchar back to regprocedure without error. Table will be dropped in original revert file."
"Not SATD","Revert cif:tables/audit from pg"
"Not SATD","Revert cif:tables/form_change_001 from pg"
"Not SATD","Revert cif:tables/full_backup_log from pg"
"Not SATD","Revert cif:tables/funding_parameter from pg"
"Not SATD","Revert cif:tables/funding_parameter_001 from pg"
"Not SATD","Revert cif:tables/funding_parameter_002_add_auto_generating_report_date_columns from pg"
"Not SATD","Revert cif:tables/funding_parameter_003_drop_total_project_value_column from pg"
"Not SATD","Revert cif:tables/funding_stream from pg"
"Not SATD","Revert cif:tables/funding_stream_project_status from pg"
"Not SATD","Revert cif:tables/funding_stream_rfp from pg"
"Not SATD","Revert cif:tables/funding_stream_rfp_project_status from pg"
"Not SATD","Revert cif:tables/funding_stream_rfp_project_status_001_drop_table from pg"
"Not SATD","Grant cif_internal permissions"
"Not SATD","Grant cif_admin permissions"
"Not SATD","Insert all possible combinations of funding_stream_rfp to project_status"
"Not SATD"," Grant cif_external no permissions Grant cif_guest no permissions"
"Not SATD","Revert cif:tables/milestone_report from pg"
"Not SATD","Revert cif:tables/operator from pg"
"Not SATD","Revert cif:tables/payment from pg"
"Not SATD","Revert cif:tables/payment_001 from pg"
"Not SATD","Revert cif:tables/project from pg"
"Not SATD","Revert cif:tables/project_001 from pg"
"Not SATD","The revert for project_001 should already have been run in computed_columns/form_change_as_project as the columns need to bedropped for the function to properly be reverted. This revert will only be called in a development context where sqitchonly got deployed to project_001."
"Not SATD","Revert cif:tables/project_002_add_contract_number from pg"
"Not SATD","Revert cif:tables/project_003_add_immutable_funding_stream_trigger from pg"
"Not SATD","Revert cif:tables/project_contact from pg"
"Not SATD","Revert cif:tables/project_manager from pg"
"Not SATD","Revert cif:tables/project_manager_label from pg"
"Not SATD","Revert cif:tables/project_revision from pg"
"Not SATD","Revert cif:tables/project_revision_001_add_amendment_columns from pg"
"Not SATD","Revert cif:tables/project_revision_amendment_type_001_add_delete_permissions from pg"
"Not SATD","Revert cif:tables/project_revision_003_set_amendment_statuses from pg"
"Not SATD","Revert cif:tables/project_revision_004_add_pending_actions_from from pg"
"Not SATD","Revert cif:tables/project_revision_005_correct_revision_type from pg"
"Not SATD","one-way migration, no revert necessary."
"Not SATD","Revert cif:tables/project_revision_amendment_type from pg"
"Not SATD","Revert cif:tables/project_status from pg"
"Not SATD","Revert cif:tables/project_status_001_update_harcoded_values from pg"
"Not SATD","Add existing project status values"
"Not SATD","Rename project status values back to previous values"
"Not SATD","delete new status values"
"Not SATD","Revert cif:tables/project_type from pg"
"Not SATD","Revert cif:tables/reporting_requirement from pg"
"Not SATD","Revert cif:tables/report_type from pg"
"Not SATD","Deploy cif:tables/report_type to pg"
"Not SATD","Revert cif:tables/report_type_002 from pg"
"Not SATD","Revert cif:tables/report_type_003 from pg"
"Not SATD","Revert cif:tables/revision_status from pg"
"Not SATD","Revert cif:tables/revision_type from pg"
"Not SATD","Revert cif:tables/sector from pg"
"Not SATD","Revert cif:trigger_functions/archived_records_are_immutable from pg"
"Not SATD","Revert cif:trigger_functions/cif_user_session_sub_immutable_with_flag from pg"
"Not SATD","Revert cif:trigger_functions/committed_changes_are_immutable from pg"
"Not SATD","If there is no change in the form data, return the form_change record and do not touch the associated table."
"Not SATD","If the form has errors set, we don't commit the change and abort the transaction."
"Not SATD","it is necessary to put the values in a row(...) in case there is only one value;"
"Not SATD"," Deploy cif:trigger_functions/commit_form_changes to pg requires: schemas/private"
"Not SATD","Revert cif:trigger_functions/commit_form_changes from pg"
"Not SATD","Deploy cif:trigger_functions/commit_project_revision to pg"
"Not SATD","If a project_id wasn't created, save it after the form_change row was committed"
"Not SATD"," Propagate the change_status to all related form_change records Save the project table first do avoid foreign key violations from other potential tables."
"Not SATD","Revert cif:trigger_functions/commit_project_revision from pg"
"Not SATD","Revert cif:trigger_functions/funding_stream_is_immutable from pg"
"Not SATD","Revert cif:trigger_functions/operator_swrs_organisation_is_immutable from pg"
"Not SATD","Revert cif:trigger_functions/set_previous_form_change_id from pg"
"Not SATD","Revert cif:trigger_functions/set_user_id from pg"
"Not SATD","Revert cif:trigger_functions/set_user_id_001_drop_before_cif_user_update from pg"
"Not SATD","Revert cif:trigger_functions/set_user_id_002_create_after_cif_user_update from pg"
"Not SATD","Revert cif:trigger_functions/update_timestamps from pg"
"Not SATD","Revert cif:trigger_functions/update_timestamps_001_uuid_to_session_sub from pg"
"Not SATD","Revert cif:types/form_change_operation from pg"
"Not SATD"," Deploy cif:types/keycloak_jwt to pg requires: schemas/main"
"Not SATD","Revert cif:types/keycloak_jwt from pg"
"Not SATD","Revert cif:types/manager_form_changes_by_label_composite_return from pg"
"Not SATD","Revert cif:types/milestone_report_status_return from pg"
"Not SATD","Revert cif:types/sum_by_fiscal_year from pg"
"Not SATD","Revert cif:util_functions/camel_to_snake_case from pg"
"Not SATD","Revert cif:util_functions/get_fiscal_year_from_timestamp from pg"
"Not SATD"," Deploy cif:util_functions/get_form_status to pg requires: tables/form_change"
"Not SATD","Revert cif:util_functions/get_form_status from pg"
"Not SATD","Deploy cif:util_functions/get_form_status_001 to pg"
"Not SATD","return not started for empty project form"
"Not SATD","Revert cif:util_functions/get_form_status_001 from pg"
"Not SATD","Revert cif:util_functions/grant_permissions from pg"
"Not SATD","Revert cif:util_functions/import_swrs_operators from pg"
"Not SATD","Deploy cif:util_functions/import_swrs_operators_from_fdw to pg"
"Not SATD","Upsert the latest organisation data into the cif.operator table if the data has not been changed by a cif user"
"Not SATD"," This functions queries the SWRS tables and commits form_change records to the cif database. It is meant to be used in conjunction to a foreign data wrapper to the SWRS database's operator and report tables."
"Not SATD"," Pick the report from the latest reporting year that was inserted last This applies if there are multiple facilities per organisation The organisation data is expected to be the same for both facilities."
"Not SATD"," if cif_operator is null (new operator) or cif_operator exists and the swrs and cif names are identical (no manual update from the frontend), then we update the cif name."
"Not SATD","Revert cif:util_functions/import_swrs_operators_from_fdw from pg"
"Not SATD","Revert cif:util_functions/read_only_user_policies from pg"
"Not SATD","Revert cif:util_functions/upsert_policy from pg"
"Not SATD","Revert cif:util_functions/upsert_timestamp_columns from pg"
"Not SATD","Deploy cif:util_functions/verify_function_not_present to pg"
"Not SATD","Revert cif:util_functions/verify_function_not_present from pg"
"Not SATD","Revert cif:util_functions/verify_grant from pg"
"Not SATD","Revert cif:util_functions/verify_policy from pg"
"Not SATD","Revert cif:util_functions/verify_policy_not_present from pg"
"Not SATD","Revert cif:util_functions/verify_type_not_present from pg"
"Not SATD","SETUP"
"Not SATD","SETUP END"
"Not SATD","SETUP"
"Not SATD","SETUP END"
"Not SATD","SETUP"
"Not SATD","SETUP END"
"Not SATD","SETUP"
"Not SATD","SETUP END"
"Not SATD","SETUP"
"Not SATD","SETUP END"
"Not SATD","SETUP"
"Not SATD","SETUP END"
"Not SATD","SETUP"
"Not SATD","SETUP END"
"Not SATD","SETUP"
"Not SATD","SETUP END"
"Not SATD","SETUP"
"Not SATD","SETUP END"
"Not SATD","SETUP"
"Not SATD","SETUP END"
"Not SATD","SETUP"
"Not SATD","SETUP END"
"Not SATD","TEST SETUP"
"Not SATD","SETUP"
"Not SATD","SETUP END"
"Not SATD","make sure the function exists"
"Not SATD","create an inital form_change record"
"Not SATD","TEST SETUP"
"Not SATD","END SETUP"
"Not SATD","should return 100 if payment percentage is very large (over 100%)"
"Not SATD","should return 0 if payment percentage is negative"
"SATD","200.00,"
"Not SATD","SETUP"
"Not SATD","SETUP END"
"Not SATD","Late"
"Not SATD","On track"
"Not SATD","Completed"
"Not SATD","Null"
"Not SATD","TEST SETUP"
"Not SATD","END SETUP"
"Not SATD","mock datacreate mock projectcreate mock project revisioncreate mock report typecreate mock reporting requirement (several)test cases:start with submitted reporting requirement (no upcoming), test that that's what we get backadd an upcoming reporting requirement, test that that's what we get back (coalesce should give back this one if it exists)add several upcoming reports, make sure we get the next one-> use create project in create project revision functions rather than inserts"
"Not SATD","Create mock user"
"Not SATD","Create mock operator"
"Not SATD","Create mock project"
"Not SATD","Create mock report type"
"Not SATD","Create mock reporting requirement"
"Not SATD","create three projects"
"Not SATD","project 1, milestone 1, 2021/2022 (date sent to csnr), calculated gross"
"Not SATD","project 1, milestone 2, 2021/2022 (date sent to csnr), adjusted gross"
"Not SATD","project 1, milestone 3, 2024/2025 (submittedDate), adjusted gross"
"Not SATD","project 1, milestone 4, 2024/2025 (dateSentToCsnr), archived"
"Not SATD","project 2, milestone 1, 2021/2022 (due date)"
"Not SATD","project 2, milestone 2, 2023/2024 (date sent to csnr)"
"Not SATD","project 3, milestone 1, null"
"Not SATD","SETUP"
"Not SATD","END SETUP"
"Not SATD","Change the updated_at values for the project revisions"
"Not SATD","This form is a decoy to make sure we test the json filtering"
"Not SATD","TEST SETUP"
"Not SATD","END SETUP"
"SATD","TODO: Implement this as part of #986"
"Not SATD","Stage form changes"
"Not SATD","Add errors"
"Not SATD","Create new form_change records & link them the the previous records"
"Not SATD","SETUP"
"Not SATD","END SETUP"
"SATD","TODO: Implement this as part of #986"
"Not SATD","don't show all the truncate messages"
"Not SATD","Create 3 records in revision 1 (committed) non-archived label ids: 1,2,3"
"Not SATD","Archive a record and update a record in revision 2 (committed) non-archived label ids:: 2,3"
"Not SATD","Create a record, update a record and archive a record in revision 3 (pending) non-archived label ids: 2,4"
"Not SATD","Create a record in a different project (committed)"
"Not SATD","Create a record in a different project (pending)"
"Not SATD","Commit / Update Revisions as user 1."
"Not SATD","Ensure the updated_at timestamps make sense (Not all are updated at the same time, group and stagger the updates by revision)"
"Not SATD","Basic Setup: Entities needed by dependency"
"Not SATD","Basic Setup End"
"Not SATD","Create form_change records for testing.There are 12 form_change records in total.9 form_change records are for project with id = 1There are 3 revisions within these 10 form_change records.The flow is:Revision id=1 (committed):create 3 recordsRevision id=2 (committed):delete 1 record created in revision 1update 1 record created in revision 1(one update is an unchanged record from revision 1)Revision id=3 (pending) - This pending revision is the main focus of the tests:create 1 recorddelete 1 recordupdate 1 recordThere are 2 revisions for project with id = 2These are here to make sure that the function does not return any form_change records for projects outside the scope of the project_revision passed as a parameter.Revision id=4 is committedRevision id=5 is pending"
"Not SATD","What form_change data should be returned for each manager label record in revision 3:1 Label: null (archived in revision 2)2 Label: '{""projectId"": 1, ""cifUserId"": 1, ""projectManagerLabelId"": 2}' - (updated in revision 3)3 Label: null (archived in revision 3)4 Label: '{""projectId"": 1, ""cifUserId"": 2, ""projectManagerLabelId"": 4}' - (created by user 2 in revision 3 AFTER user 1 created it in the same revision)"
"Not SATD","TESTS"
"Not SATD","SETUP"
"Not SATD","END SETUP"
"Not SATD","previous form change"
"Not SATD","pending, is_pristine = true"
"Not SATD","staged, no validation errors"
"Not SATD","previous form change"
"Not SATD","pending, is_pristine = true"
"Not SATD","staged, no validation errors"
"Not SATD","pending, is_pristine = true"
"Not SATD","staged, no validation errors"
"Not SATD","-------------------- Without Json Matching ---------------------- */"
"Not SATD","Change new_form_data to make is_pristine = false"
"Not SATD","Add validation_errors"
"Not SATD","it returns null when the table argument is null"
"Not SATD","it returns Not Started when there are no form_change records and the is_first_revision is true"
"Not SATD","-------------------- With Json Matching ---------------------- */"
"Not SATD","Change new_form_data to make is_pristine = false"
"Not SATD","Add validation_errors"
"Not SATD","Mock cif.get_form_status() to return 'Attention Required' and another status to ensure 'Attention Required' gets the highest priority."
"Not SATD"," These forms are a decoy to make sure we test the json filtering They should not be taken in account when computing the status with the json_matcher previous form change"
"Not SATD","TEST SETUP"
"Not SATD","END SETUP"
"Not SATD","---------------------- Without Json Matching ----------------------"
"Not SATD","---------------------- With Json Matching ----------------------"
"Not SATD","mock functions"
"Not SATD","Test Case: 0.75 * (123600.78 - 100100.78) = 375"
"Not SATD","Setup"
"Not SATD","The containing reporting requirement"
"Not SATD","One emission intensity report"
"Not SATD","Doesn't blow up if we divide by zero"
"Not SATD","Doesn't blow up if data is missing"
"Not SATD","only takes in account non-archiving form_changes (operation not archive)"
"Not SATD"," returns the right value if performance is integer between 30 and 100 ((30-20) / (30-10))*100 = 50%"
"Not SATD"," returns the right value if performance is fractional between 30 and 100 ((30-19) / (30-15))*100 = 73.33..%"
"Not SATD"," returns the right value if performance is below 30 ((30-29) / (30-15))*100 = 6.66..%"
"Not SATD"," returns the right value if performance is above 100 ((30-29) / (30-15))*100 = 6.66..%"
"Not SATD"," Uses the adjusted emissions intensity performance if set 43% emissions performance means 20% payment"
"Not SATD","funding parameter without max funding amount and proponent cost"
"Not SATD","funding parameter with max funding amount, proponent cost and additional funding sources"
"Not SATD","funding parameter with max funding amount and proponent cost but no additional funding sources"
"Not SATD","adding additional funding sources"
"Not SATD","SETUP"
"Not SATD","END SETUP"
"Not SATD","SETUP"
"Not SATD","END SETUP"
"Not SATD","returns the earliest form_change without a submitted_date when no report_type is specified"
"Not SATD","returns the earliest form_change of that type without a submitted_date when the report_type is specified"
"Not SATD","returns null when all reports of that type are submitted and the report_type is specified"
"Not SATD","returns null when no form_changes are present"
"Not SATD","returns null when all reports have been submitted and no report_type is specified"
"Not SATD","returns null when no form_changes are present"
"Not SATD","SETUP"
"Not SATD","END SETUP"
"Not SATD","test setup"
"Not SATD","add funding parameter form as we already removed it from the schema by a previous migration but this is needed for the test and fixing the migration"
"Not SATD","add funding parameter form_change records"
"Not SATD","test setup ends"
"SATD"," EP 2019 EP 2020 EP 2021 IA 2021 IA 2022"
"Not SATD","setting a form change record"
"Not SATD","make sure the function exists"
"Not SATD","function creates a table record"
"Not SATD","doesnt insert if the data is missing required fields"
"Not SATD","inserts with default value if data is missing"
"Not SATD","Does not throw with empty data & returns the form_data_record_id of the form_change parameter passed in"
"Not SATD","setting up pending change without specifying the record id"
"Not SATD","setting up pending change without specifying the record id"
"Not SATD","Function does not error when form_data object contains keys that are not columns in the target table (deprecated columns)"
"Not SATD"," set client_min_messages to debug; archive test"
"Not SATD","SETUP"
"Not SATD","END SETUP"
"Not SATD","reporting_requiement table"
"Not SATD","milestone_report table"
"Not SATD","payment table"
"Not SATD","The next three tests confirm that the correct values were added to their three corresponsing tables when the form_change operation is ""update"""
"Not SATD","reporting_requiement table"
"Not SATD","milestone_report table"
"Not SATD","payment table"
"Not SATD","SETUP"
"Not SATD","SETUP END"
"Not SATD","The next three tests confirm that the correct values were added to their three corresponsing tables (reporting_requirement, milestone_report, & payment)after performing the commit, when the form_change operation is ""create"""
